repo,ip,uuid,mac,name,os,vendor,family,firmware,type,critical,high,medium,low
OT,10.100.105.40,50bd9f99-2119-4a79-8247-7f1f974e8c69,,"""Project""",,"""Schneider""","""Modicon M340""","""2.70""","""Plc""",0,9,36,0
OT,,51300eb9-d46d-4b12-8ca1-c2d06023421e,,"""Endpoint #949""",,,,,"""Unknown""",0,0,0,0
OT,,518c2566-fc20-4f6f-8160-b5842af264d7,,"""Endpoint #787""",,,,,"""Unknown""",0,0,0,0
OT,,51b05b6b-1466-4c1a-881f-286c20fd12b3,,"""Endpoint #877""",,,,,"""Unknown""",0,0,0,0
OT,,51fa15df-56b4-439c-832a-68a921391348,,"""Endpoint #988""",,,,,"""Unknown""",0,0,0,0
OT,,538a8581-b4f8-4c9b-aeaf-0057a6d7382d,,"""Endpoint #1041""",,,,,"""Unknown""",0,0,0,0
OT,,538bde2c-7f98-4e85-b660-e8ed1a239c6d,,"""Endpoint #773""",,,,,"""Unknown""",0,0,0,0
OT,,53e47097-b908-48ca-8b15-e999b6cecaf6,,"""Endpoint #920""",,,,,"""Unknown""",0,0,0,0
OT,,541e2eaf-dbbb-47fc-b840-e26602ea4acf,,"""Endpoint #953""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.88,54917a62-998b-4e61-84c2-f22bb86b0f54,,"""Eng. Station #76""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,55c2219a-6922-4d7e-8e5d-eaef6d96be9b,,"""Endpoint #830""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.25,55f6c3e2-37a1-49bb-a4b8-2c2beed51b0f,,"""PLC #74""",,"""Mitsubishi""","""MELSEC-Q""",,"""Plc""",0,0,3,0
OT,,563b6f82-5d61-42b9-93ce-8ef1de90ced1,,"""Endpoint #1034""",,,,,"""Unknown""",0,0,0,0
OT,,5660dd26-9764-480d-ae85-824861b9c44b,,"""Endpoint #823""",,,,,"""Unknown""",0,0,0,0
OT,,5666aa20-52bd-471f-b002-4da8079f1e94,,"""Eng. Station #165""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,56db5aef-44b6-4201-b87d-642baebe3be6,,"""Network Device #1""",,"""Siemens""",,,"""NetworkDevice""",0,0,0,0
OT,,56fba86c-2809-4281-b6c9-7756df54152f,,"""Endpoint #975""",,,,,"""Unknown""",0,0,0,0
OT,,589aa1fa-765e-42ad-b124-4a8c4c227c26,,"""Endpoint #929""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.112,5923a93e-f97b-46a9-982c-a8f7915ba1dd,,"""Endpoint #688""",,,,,"""Unknown""",0,0,0,0
OT,,592fe0cb-5f85-46db-b9db-ee89be6f2083,,"""Endpoint #979""",,,,,"""Unknown""",0,0,0,0
OT,,598304c4-7c59-4dc5-b138-899cf9640698,,"""Eng. Station #6""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,169.254.72.113,59c3d398-3e4c-4283-ac93-23bd88249307,,"""COREELEC""",,,,,"""Unknown""",0,0,0,0
OT,,5a00ae63-2c19-4414-95d8-284e179d7d83,,"""Endpoint #883""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.119,5a26db9e-59a6-4c3a-bb99-6f127199a33c,,"""Endpoint #739""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,10.111.1.36,5a99b97e-404a-491e-800d-bb650ed2c158,,"""Endpoint #589""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,10.100.30.43,5c88431b-419e-4083-b3c5-dea244bb72f4,,"""Endpoint #599""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,5cc5939c-dcf6-4b14-89a1-572a76010960,,"""Endpoint #1043""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.29,5ce18fe0-0341-405e-b118-91313374b488,,"""Eng. Station #70""",,"""Lenovo""",,,"""Eng""",0,0,0,0
OT,,5d0bdf94-5929-43aa-a48c-bd3328f59147,,"""Endpoint #790""",,,,,"""Unknown""",0,0,0,0
OT,,5d39140a-a03b-4bb2-87df-a68d0b84a02a,,"""7SJ82""",,"""Siemens""","""SIPROTEC 5""",,"""Plc""",0,6,6,0
OT,,5dbb89eb-b114-4237-9fc4-fc7448650d26,,"""Endpoint #1003""",,,,,"""Unknown""",0,0,0,0
OT,10.100.103.20,5ea358ce-7c9d-478b-8fbc-671ad6841207,,"""OT Device #108""",,"""GE""",,,"""OtDevice""",0,0,0,0
OT,,5eb0886b-a767-4229-9a3e-8be083302a88,,"""Endpoint #1013""",,,,,"""Unknown""",0,0,0,0
OT,,5ed4f7ef-a453-4bfb-88f2-864bc949992e,,"""Endpoint #827""",,,,,"""Unknown""",0,0,0,0
OT,,5ef21949-7503-41b6-a9f3-711dac6232bb,,"""Endpoint #875""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.21,5f80313a-52ec-4294-ba4b-56bc44f00828,,"""PLC #56""",,"""Omron""","""NJ""","""2.005""","""Plc""",0,0,0,0
OT,,5fa107c8-7f6a-4f05-ba23-a6d11008fbb4,,"""Endpoint #1051""",,,,,"""Unknown""",0,0,0,0
OT,,5fb85604-07d4-4ccf-b2af-95875268f4b8,,"""Endpoint #977""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.22,60001e81-dd71-450c-82cb-33a3ff38081a,,"""DESKTOP-JLPT59P""",,"""Lenovo""",,,"""Workstation""",0,0,0,0
OT,192.168.8.46,60aa9b43-7327-4aff-9c6d-9c834d2d5ffb,,"""FCS0823""",,"""Yokogawa""","""Centum VP""","""R6.04.00""","""Plc""",0,3,0,0
OT,,60e30c86-7e3d-4dbf-a0e4-1eac69d5fcdd,,"""Server #5""",,"""Siemens""",,,"""Server""",0,0,0,0
OT,,610a9260-caaa-421d-af51-7550cace28c9,,"""Endpoint #1047""",,,,,"""Unknown""",0,0,0,0
OT,,61a74f0e-293e-4a61-a03a-d4593a9c6731,,"""Endpoint #785""",,,,,"""Unknown""",0,0,0,0
OT,,61eaf1cc-03ed-40dc-b651-7ec01ac9f2d2,,"""Endpoint #958""",,,,,"""Unknown""",0,0,0,0
OT,10.100.104.24,629e448e-1ebc-404b-995c-85426ae9187b,,"""Indegy""",,"""ABB""","""RTU500""","""12.4.8.0""","""Plc""",0,0,0,0
OT,,63498003-8b66-4d1e-bab2-9248f808ad9d,,"""Endpoint #919""",,,,,"""Unknown""",0,0,0,0
OT,172.17.8.64,63736a4c-32e5-4ac8-beed-ef40bca84c99,,"""Endpoint #175""",,"""Dell""",,,"""Unknown""",0,0,0,0
OT,10.100.105.23,63d86b2e-974c-42f3-b447-58e247af1326,,"""HappyNewYear""",,"""Schneider""","""Momentum Unity""","""1.21""","""Plc""",0,5,1,0
OT,192.168.43.201,64033887-31ac-4697-99c5-c2dcc6bdeabd,,"""Endpoint #1061""",,,,,"""Unknown""",0,0,0,0
OT,,65a4bb18-9f7a-4286-be6a-1785da7a1789,,"""Endpoint #854""",,,,,"""Unknown""",0,0,0,0
OT,,65a58fdc-4db9-4847-87a4-32ef64a6279c,,"""Endpoint #927""",,,,,"""Unknown""",0,0,0,0
OT,,65fb88bd-d912-48e6-b8ef-1978365af213,,"""Endpoint #816""",,,,,"""Unknown""",0,0,0,0
OT,10.100.110.98,6601b932-24d1-4ca0-86c3-876513768167,,"""Server #12""","""Linux""","""SEL""",,,"""Server""",0,0,0,0
OT,,6715967e-e78d-4475-a06c-ddc946ff19a0,,"""Endpoint #1023""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.140,67230593-7edf-4564-a3a4-8d0a15f7c690,,"""Eng. Station #307""",,,,,"""Eng""",0,0,0,0
OT,,685933ad-61f2-4099-a76f-0fc0626feb30,,"""Endpoint #861""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.1,688882b7-4e91-4b90-93c0-8155424d9b64,,"""Endpoint #10""",,,,,"""Unknown""",0,0,0,0
OT,,68a1e0e8-87af-424e-8946-b84c190f2a2a,,"""Endpoint #764""",,,,,"""Unknown""",0,0,0,0
OT,,68d2c910-8a1d-44d2-851c-ae0c76149b20,,"""Endpoint #789""",,,,,"""Unknown""",0,0,0,0
OT,,68eb18f1-68fb-42d6-a29f-074aba112b5c,,"""Endpoint #996""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.20,69b44199-b9e7-44db-8f59-31c5a09c73c8,,"""Athens1200""",,"""Siemens""","""S7-1200""","""4.2.3""","""Plc""",0,1,4,0
OT,10.100.20.69,6a1e5084-f248-4d0d-942b-1aee462f8f29,,"""Eng. Station #26""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,6a377e3d-eb88-43ca-b9c8-13b0d9d4c54b,,"""Endpoint #897""",,,,,"""Unknown""",0,0,0,0
OT,,6ab8616f-6f8e-4e33-bdac-d3ec0183cd32,,"""Endpoint #802""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.33,6ae03a0e-27fe-4f22-aa49-daec8b74761a,,"""Endpoint #235""",,,,,"""Unknown""",0,0,0,0
OT,,6ae54309-49db-44d1-95ee-900a9b3aeb7c,,"""Endpoint #850""",,,,,"""Unknown""",0,0,0,0
OT,,6b05ce40-7a91-4705-ae10-355ea58f6f10,,"""Endpoint #1025""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.23,6b3c0456-e12e-496d-b8f7-2e4c867caa73,,"""M1E Unity CPU""",,"""Schneider""",,,"""OtDevice""",0,0,0,0
OT,10.100.101.152,6c181a45-f5ce-45b4-b6e3-de0cf01972e1,,"""YairWasHere""",,"""Rockwell""","""ControlLogix 5570""","""30.011""","""Plc""",0,0,0,0
OT,,6c374bbc-1777-4b9d-8e47-2a72ae995b5f,,"""Endpoint #898""",,,,,"""Unknown""",0,0,0,0
OT,,6d53b122-f1dd-411b-8034-e973ed097ddc,,"""Endpoint #925""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.111,6def5070-4c74-44b3-9983-6f3acee94380,,"""Endpoint #18""",,,,,"""Unknown""",0,0,0,0
OT,,6e9f0c1c-80f3-464f-b0f9-af5cc6739021,,"""Mx80 Ethernet",,"""Schneider""",,,"""NetworkDevice""",0,0,0,0
OT,172.16.67.107,6ec12056-734a-4aa9-9db3-c41ebb6da0ce,,"""Endpoint #687""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,10.100.102.33,6f010862-0dfb-4650-a8ef-2419904e22d3,,"""S7-400 station_1""",,"""Siemens""","""S7-400""","""3.2.17""","""Cp""",0,4,10,0
OT,10.100.101.150,6f29116a-0f20-45c3-aa30-a971b18b5723,,"""AlsoHere""",,"""Rockwell""","""ControlLogix 5570""","""26.012""","""Plc""",0,0,0,0
OT,192.168.8.128,6fcabe3a-1bf6-42f7-accc-93b8e8c29d47,,"""Eng. Station #1""",,"""Yokogawa""",,,"""Eng""",0,0,0,0
OT,172.16.67.104,6fecd39e-2bc2-4a95-b311-3328ed4b5f2c,,"""Endpoint #727""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.175,701dcd7f-b759-4f12-bf67-cbb44ee1bb45,,"""Endpoint #737""",,,,,"""Unknown""",0,0,0,0
OT,,7091cc02-27dc-4284-a3ac-985233ee9fd9,,"""Endpoint #969""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.23,70f48bab-7d0e-4690-9d72-e4f72b9ecf30,,"""Comm. Adapter #36""",,"""Siemens""","""S7-300""","""3.6.27""","""Cp""",0,4,7,0
OT,,7159a432-76bd-47ee-9d5e-fbc98e4c7076,,"""Endpoint #772""",,,,,"""Unknown""",0,0,0,0
OT,,71852cd6-4b6f-47a1-89cb-388f11eeef40,,"""Endpoint #797""",,,,,"""Unknown""",0,0,0,0
OT,,71a9251a-ff22-4f9d-9ca7-055cbd82ed90,,"""Endpoint #984""",,,,,"""Unknown""",0,0,0,0
OT,,71d66b9a-9808-4e51-9829-140f161c93a6,,"""Endpoint #937""",,,,,"""Unknown""",0,0,0,0
OT,,725f025f-d08a-4237-9e1e-c9fb70fc94aa,,"""Endpoint #921""",,,,,"""Unknown""",0,0,0,0
OT,,73882326-db7a-413e-b25c-a1caaa8865c7,,"""Endpoint #945""",,,,,"""Unknown""",0,0,0,0
OT,,7446e218-4ba8-4db9-8a8d-185edd493419,,"""Endpoint #923""",,,,,"""Unknown""",0,0,0,0
OT,,74c5a757-c9fd-4654-b7e8-e40eef956345,,"""Endpoint #767""",,,,,"""Unknown""",0,0,0,0
OT,,74d1d32e-1d94-4c2d-8485-936b8b27c473,,"""Endpoint #1015""",,,,,"""Unknown""",0,0,0,0
OT,,7504a939-416d-4aff-956e-10419d7b45ee,,"""Endpoint #907""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.49,75e808ba-69a2-448c-a42d-f20bcf7a36d1,,"""Endpoint #242""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,768fb8f6-e793-491a-b08b-e879e8caa778,,"""Eng. Station #304""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,192.168.0.1,76bb8ef6-e4f9-4048-9fd8-1547d05e46ab,,"""Endpoint #741""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.11,770c632c-a854-4a15-83bc-f605d8c07bed,,"""Eng. Station #59""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.102.20,7750c471-42b6-49cf-a88c-c640f00a25c9,,"""PLC #70""",,"""Siemens""","""S7-1200""","""4.2.3""","""Plc""",0,1,4,0
OT,,79a71537-1a68-4ca4-8dc7-735b50cac54b,,"""Endpoint #14""",,"""Siemens""",,,"""Unknown""",0,0,0,0
OT,,79e6497f-f949-4baa-98ec-dfe651b7baa5,,"""Endpoint #1018""",,,,,"""Unknown""",0,0,0,0
OT,,7a377bfc-cc25-4a6e-8452-3b7e1f3a32d2,,"""Endpoint #855""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.150,7ad2b917-3942-4ea8-9c27-5adbb588a0ec,,"""DeviceNet_L81""",,"""Rockwell""","""ControlLogix 5580""","""30.011""","""Plc""",0,0,0,0
OT,,7b455eb3-7dbf-4021-b24c-8a01938b515f,,"""Endpoint #813""",,,,,"""Unknown""",0,0,0,0
OT,10.100.110.151,7b5bff3e-ef0a-4662-8089-b471ca0a5367,,"""Server #6""","""Linux""","""SEL""",,,"""Server""",0,0,0,0
OT,10.100.102.48,7bc92a78-e362-4b72-9017-04f06d7a5118,,"""S71500/ET200MP station_1""",,"""Siemens""","""S7-1500""","""2.6.0""","""Plc""",0,1,3,0
OT,,7bd01ab1-751f-49b7-9077-e1ad9f6786dc,,"""Endpoint #786""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.31,7c5d3b4d-73a9-4d05-aec0-58feee770f69,,"""OT Server #9""","""Linux""","""Toyota""","""Toyoda""",,"""OtServer""",0,0,0,0
OT,10.100.20.96,7c7761d4-adf9-43c0-9f68-1723e9296860,,"""Endpoint #427""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,7cddd70a-fcd7-49b3-8e7e-6dc4c76f3297,,"""Endpoint #806""",,,,,"""Unknown""",0,0,0,0
OT,,7ceb0dea-4644-45b6-a7fe-e7da1100f2af,,"""Endpoint #916""",,,,,"""Unknown""",0,0,0,0
OT,,7d09528f-1665-4d74-8b9c-52a71b19a1b9,,"""Endpoint #240""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,7d5cb5e3-6d3d-45f3-9b42-646fe820b706,,"""Endpoint #867""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.108,7dabb4c2-60ca-40f0-946c-a56ad2522db6,,"""Endpoint #7""",,,,,"""Unknown""",0,0,0,0
OT,,7e93e7ab-7c66-45e0-b5c1-e03e120b05b0,,"""Endpoint #845""",,,,,"""Unknown""",0,0,0,0
OT,,7ec7494f-c219-435f-982f-5180f208ae68,,"""Endpoint #968""",,,,,"""Unknown""",0,0,0,0
OT,,7edc5ff2-5a0a-4ebe-b20b-bf114e40b11c,,"""Endpoint #878""",,,,,"""Unknown""",0,0,0,0
OT,,7f4d63e7-d401-481a-b7e0-13d67785797a,,"""Endpoint #903""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.51,7fcb732d-2ee1-47b7-9102-cf3578f1801e,,"""WIN-ADMGMT""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,10.100.20.29,7fd5b145-5745-441f-919d-a6d2d2efa334,,"""Endpoint #318""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.200,80942dd5-100b-4b75-b0ce-91884d6acfdc,,"""OT Device #125""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.20.34,80965756-e296-4567-a3cf-d93d24f4e338,,"""Eng. Station #312""",,,,,"""Eng""",0,0,0,0
OT,192.168.0.107,80cdfca4-2053-445b-a281-62159b1505f2,,"""Endpoint #1057""",,"""Microsoft""",,,"""Unknown""",0,0,0,0
OT,10.100.105.25,80f027e9-546f-47be-b0d7-feeeff4cac49,,"""OT Device #408""",,"""Schneider""","""Momentum Concept""","""1.30""","""OtDevice""",0,0,18,0
OT,,81f4bd70-2a94-4bc3-8295-da92d0a875b9,,"""Eng. Station #182""",,,,,"""Eng""",0,0,0,0
OT,10.100.102.44,828ad167-9801-477f-ad1b-af2baa7992da,,"""PLC #51""",,"""Siemens""","""AK1703 ACP""","""4.09""","""Plc""",0,4,1,2
OT,,835fa86c-799e-4fdf-af15-da0ffbc763fe,,"""Endpoint #1031""",,,,,"""Unknown""",0,0,0,0
OT,,8396daa3-867d-4b99-8693-ad7771fa033c,,"""Endpoint #826""",,,,,"""Unknown""",0,0,0,0
OT,,84035810-8a35-47f1-9131-0d5c6a75a13a,,"""Endpoint #835""",,,,,"""Unknown""",0,0,0,0
OT,,84ca6cd7-894d-427e-a863-22f6d9524433,,"""Server #1""",,"""Siemens""",,,"""Server""",0,0,0,0
OT,,851d710a-6aa5-480b-bd50-e7a3489cf45a,,"""Endpoint #995""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.21,8579f9c8-768b-4f0e-ad0c-1916e665237c,,"""WIN-UEUPT5DGA0H""","""Microsoft Windows Server 2012 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,172.16.67.200,8585fb34-06dc-4c96-908d-0163e801d1ee,,"""Endpoint #691""",,"""Samsung Electronics Co.,Ltd""",,,"""Unknown""",0,0,0,0
OT,172.16.67.110,86e6ae30-4419-46a1-9164-54f954c9c2a9,,"""TNS5951L""","""Windows 10""","""Intel""",,,"""Workstation""",0,0,0,0
OT,192.168.0.111,86f8a088-dfae-43db-9c49-e010fad9f31f,,"""Endpoint #748""",,,,,"""Unknown""",0,0,0,0
OT,,8779feed-d51e-4a3c-8580-cc62953f98ec,,"""Endpoint #1055""",,,,,"""Unknown""",0,0,0,0
OT,,8827dc0b-abe1-4538-9a6c-f420f48f1c42,,"""Endpoint #1010""",,,,,"""Unknown""",0,0,0,0
OT,,88747fac-3399-4d81-9bc9-5518dde07af3,,"""Endpoint #976""",,,,,"""Unknown""",0,0,0,0
OT,,893e0390-09d2-4fb0-9605-5de41e205d7e,,"""Endpoint #770""",,,,,"""Unknown""",0,0,0,0
OT,,8b1aaf61-72bf-410e-a18f-15c425b4e352,,"""Endpoint #1005""",,,,,"""Unknown""",0,0,0,0
OT,,8b69ffc0-054b-4dde-8866-8278d1ea2bbd,,"""Endpoint #982""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.20,8d130040-6579-4ade-8435-478b6cf026ca,,"""I/O #1""",,"""Schneider""","""Unity""","""1.20""","""Io""",0,0,0,0
OT,10.100.20.110,8dd1aed5-9180-4aac-90bf-dc189e196e56,,"""Eng. Station #10""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.102.26,8e62af82-0684-4b0f-b984-f9304cbd68ef,,"""S7300/ET200M station_1""","""Linux""","""Siemens""","""S7-300""","""3.1.1""","""Cp""",0,5,11,0
OT,,8e762415-6b80-4ec1-ab1c-c126172af7d0,,"""Endpoint #1062""",,"""PCS Systemtechnik GmbH""",,,"""Unknown""",0,0,0,0
OT,,8e9abc0d-3eec-4784-b1ca-2a96ab96a503,,"""Endpoint #808""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.60,8e9e9fbc-aeec-4312-b567-2f460fbe5307,,"""Eng. Station #2""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,8edcc11c-3f42-4a59-b02b-a155b7bafb68,,"""Endpoint #980""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.41,8fde48e1-442d-4a9b-b148-b9556ae4391e,,"""OT Device #120""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,,8ff7c661-193e-41bf-992a-cec2199cd572,,"""Endpoint #807""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.21,900873a3-b0b3-4dfd-8c68-bb79de5088ad,,"""Lab3Camera""",,"""Mitsubishi""","""MELSEC i-QR""",,"""Plc""",0,0,0,0
OT,10.100.109.150,900ae38a-8f05-46e8-a62d-399fa623b67e,,"""NCE00108D05B9A6""",,"""Johnson Controls""","""MS-NCE2500-0""","""8.1.0.3024""","""Controller""",0,0,0,0
OT,192.168.1.1,903f9a8a-663a-455b-851b-d347cab751fe,,"""ISPY""",,"""VMware""",,,"""Workstation""",0,0,0,0
OT,,90b0d576-18c7-4882-9260-432969bcf19d,,"""Endpoint #896""",,,,,"""Unknown""",0,0,0,0
OT,,90c93365-69af-469e-8d4a-28ef612dae7f,,"""Endpoint #820""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.33,912af29b-4b84-4221-8819-743d19bc13ff,,"""SCHNITZEL""","""Microsoft Windows Server 2012 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,192.168.0.104,918582eb-db98-4959-a472-874e1a13d47d,,"""Endpoint #9""",,"""Liteon Technology Corporation""",,,"""Unknown""",0,0,0,0
OT,,91c4e1dc-89fc-4608-9303-5f294c518fa4,,"""Endpoint #904""",,,,,"""Unknown""",0,0,0,0
OT,,937e9895-d416-4df0-9bb1-3409a2a6a50a,,"""OT Device #226""",,"""Cisco""",,,"""OtDevice""",0,0,0,0
OT,10.100.102.47,93f13c80-704c-4e21-8489-874373ac85f4,,"""PLC #77""",,"""Siemens""","""AK1703 ACP""","""5.02""","""Plc""",0,4,1,2
OT,10.100.20.50,943b2f30-34cc-4be4-80b4-03cbabc43ae9,,"""Endpoint #236""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,947af833-8253-4eaf-bd40-a3e0e5b7d502,,"""Endpoint #942""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.33,94d5c2a1-9e80-4248-bc73-7692dcf9c073,,"""CPU 412-2 PN/DP""",,"""Siemens""","""S7-400""","""6.0.2""","""Plc""",0,5,9,0
OT,192.168.0.120,95096e4c-e915-42a1-956d-282d12ec207d,,"""DESKTOP-CO7BPS1""","""Windows 10""","""Samsung Electronics Co.,Ltd""",,,"""Workstation""",0,0,0,0
OT,10.100.102.152,95e86666-b860-40c2-b2fd-0b80fbf9d019,,"""STEP7""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,,95eff511-70f4-4601-8ff6-d599640331f0,,"""Endpoint #762""",,,,,"""Unknown""",0,0,0,0
OT,,962a2c12-872a-4ba1-b863-ca8b59db4301,,"""Endpoint #981""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.116,9631a6df-bc12-4de8-b794-889fc160f6e0,,"""Endpoint #1059""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.24,97574bdd-09c1-48a5-b2ed-ef2cf4ec6e6c,,"""OT Device #407""",,"""Schneider""","""Momentum Concept""",,"""OtDevice""",0,0,18,0
OT,,9813d3ad-7c3d-438a-87a1-5f569786a302,,"""Endpoint #880""",,,,,"""Unknown""",0,0,0,0
OT,,983af565-1bc7-4120-bb3d-bbb34a05d99e,,"""Endpoint #868""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.37,986aaad5-8584-4a19-ad30-8d2e4085f391,,"""STEP7""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,,9920af94-a361-4f1e-b4b9-578fe6cbc9f9,,"""Endpoint #922""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.22,993db68b-3385-4b4a-9bc4-12f1238ea71a,,"""pixush.indegy.local""","""Linux""","""Siemens""",,,"""Server""",0,0,0,0
OT,10.100.30.38,9a079607-d77f-45bc-8c93-6becad1a4f3e,,"""Endpoint #261""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,9a909d3c-03ca-4046-9aa3-fd178725a4c7,,"""STRIKE""",,"""Rockwell""","""PLC5""",,"""Plc""",0,1,0,0
OT,,9ab20398-c901-47cd-a2cd-a4af3dc7ec8c,,"""OT Device #227""",,"""Cisco""",,,"""OtDevice""",0,0,0,0
OT,,9acf3e38-8cc0-4eeb-a9a2-268f388b23d9,,"""Endpoint #814""",,,,,"""Unknown""",0,0,0,0
OT,,9add73e3-4366-46f4-b464-a8520f52b37d,,"""Endpoint #800""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.101,9b730173-f023-42b6-bb51-b6ae6998b2c8,,"""ODROIDC4""",,,,,"""Workstation""",0,0,0,0
OT,,9b915865-4c99-4612-9faa-09cfaea1f302,,"""Endpoint #775""",,,,,"""Unknown""",0,0,0,0
OT,,9bf40862-c6ba-45e2-90c9-e239642249a1,,"""Endpoint #933""",,,,,"""Unknown""",0,0,0,0
OT,,9d0691ee-21ce-4397-bc11-27dd54c90dc9,,"""Endpoint #994""",,,,,"""Unknown""",0,0,0,0
OT,,9d8f78d5-d0b8-4549-b9c9-a8ec48ed904d,,"""Endpoint #776""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.77,9e805cf7-f197-4898-862d-0e8af9113165,,"""Eng. Station #9""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,9ec474bd-1751-4f3e-a9b9-98db2536f28b,,"""Endpoint #837""",,,,,"""Unknown""",0,0,0,0
OT,,9edfc4d6-b34f-4a99-8dbd-2327faffc7cc,,"""Endpoint #943""",,,,,"""Unknown""",0,0,0,0
OT,,9ee20613-b60b-42ea-8a5e-b5d08862d095,,"""Endpoint #959""",,,,,"""Unknown""",0,0,0,0
OT,10.1.0.101,9efb2692-27a9-4b58-ba06-0fe9f0448f9f,,"""DemoCase""","""Windows 7""","""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.101.157,9f73c4c0-cc27-474f-9654-47656231da81,,"""Praetorian_Gurad""",,"""Rockwell""","""CompactLogix 5340""","""20.013""","""Plc""",0,1,0,0
OT,10.100.111.25,9f77964b-ad81-4b6a-9a55-aec7a8e3970b,,"""PLC #78""",,"""Mitsubishi""","""MELSEC-Q""","""B P2""","""Plc""",0,0,3,0
OT,10.100.20.65,a009794d-65a6-418e-adb8-87681f7273c1,,"""Eng. Station #79""",,,,,"""Eng""",0,0,0,0
OT,,a07d7127-83c5-4145-976a-cca206d0a6b2,,"""Endpoint #1049""",,,,,"""Unknown""",0,0,0,0
OT,,a1740734-32de-434a-9413-27166b134552,,"""Endpoint #967""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.111,a177a54d-c124-4f0b-bc01-04a733206b69,,"""SCHNITZEL""","""Microsoft Windows Server 2012 R2 Standard""","""VMware""",,,"""Eng""",0,0,0,0
OT,,a216cc15-f93f-4461-b8a9-41d8c225c133,,"""Endpoint #771""",,,,,"""Unknown""",0,0,0,0
OT,,a25e192f-e73b-426a-a631-250bb93c480d,,"""Endpoint #909""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.8,a3f203e1-73ab-4f4c-8ce0-aa80c6f48f2d,,"""Eng. Station #28""",,"""Lanner""",,,"""Eng""",0,0,0,0
